API명,항목명(영문),항목명(국문),항목구분,파라미터 구분 / 항목크기,샘플데이터,항목설명
관광정보 동기화 목록 조회 (areaBasedSyncList1),sigungucode,시군구코드,0,,4,시군구코드
관광정보 동기화 목록 조회 (areaBasedSyncList1),tel,전화번호,0,,053-980-7900,전화번호
관광정보 동기화 목록 조회 (areaBasedSyncList1),title,제목,1,,동화사 승시 국화축제 2016,콘텐츠 제목
관광정보 동기화 목록 조회 (areaBasedSyncList1),zipcode,우편번호,0,,,우편번호
지역코드조회,code,코드,1,,1,지역코드또는시군구코드
지역코드조회,name,코드명,1,,강남구,지역명또는시군구명
지역코드조회,rnum,일련번호,1,,1,일련번호
반려동물 동반 여행 정보,acmpyPsblCpam,동반가능동물,0,,"입마개 착용, 목줄 착용",동반가능동물
반려동물 동반 여행 정보,relaRntlPrdlst,관련 렌탈 품목,0,,,관련 렌탈 품목
반려동물 동반 여행 정보,acmpyNeedMtr,동반시 필요사항,0,,제한 없음,동반시 필요사항
반려동물 동반 여행 정보,relaFrnshPrdlst,관련 비치 품목,0,,,관련 비치 품목
반려동물 동반 여행 정보,etcAcmpyInfo,기타 동반 정보,0,,"-	목줄 착용 및 이동장 이용시 동반입장 가능
-	맹견은 입마개 필수
-	입장 전 매표소에서 동의서 작성",기타 동반 정보
반려동물 동반 여행 정보,relaPurcPrdlst,관련 구매 품목,0,,,관련 구매 품목
반려동물 동반 여행 정보,relaAcdntRiskMtr,관련 사고 대비사항,0,,,관련 사고 대비사항
반려동물 동반 여행 정보,acmpyTypeCd,동반유형코드(동반구분),0,,동반가능,동반유형코드(동반구분)
반려동물 동반 여행 정보,relaPosesFclty,관련 구비 시설,0,,입장 전 동의서 작성,관련 구비 시설
반려동물 동반 여행 정보,contentid,콘텐츠 ID,0,,125534,콘텐츠 ID
반려동물 동반 여행 정보,petTursmInfo,반려동물 관광정보,0,,,반려동물 관광정보
서비스분류코드조회 (categoryCode1),code,코드,1,,A01,"대,중,소분류코드"
서비스분류코드조회 (categoryCode1),name,코드명,1,,자연,"대,중,소분류코드명"
서비스분류코드조회 (categoryCode1),rnum,일련번호,1,,1,일련번호
지역기반 관광 정보조회(areaBasedList1),addr1,주소,0,,대구광역시 동구 동부로26길 6,"주소(예, 서울중구다동)를응답"
지역기반 관광 정보조회(areaBasedList1),addr2,상세주소,0,,,상세주소
지역기반 관광 정보조회(areaBasedList1),areacode,지역코드,0,,4,지역코드
지역기반 관광 정보조회(areaBasedList1),booktour,교과서속여행지,0,,0,교과서속여행지여부
지역기반 관광 정보조회(areaBasedList1),,여부,,,,"(1=여행지, 0=해당없음)"
지역기반 관광 정보조회(areaBasedList1),cat1,대분류,0,,B02,대분류코드
지역기반 관광 정보조회(areaBasedList1),cat2,중분류,0,,B0201,중분류코드
지역기반 관광 정보조회(areaBasedList1),cat3,소분류,0,,B02010100,소분류코드
지역기반 관광 정보조회(areaBasedList1),contentid,콘텐츠ID,1,,2721572,콘텐츠ID
지역기반 관광 정보조회(areaBasedList1),contenttypeid,콘텐츠타입ID,1,,32,"관광타입(관광지, 숙박등) ID"
지역기반 관광 정보조회(areaBasedList1),createdtime,등록일,1,,2.02106E+13,콘텐츠최초등록일
지역기반 관광 정보조회(areaBasedList1),firstimage,대표이미지(원본),0,,http://tong.visitkorea.or.kr/cms/resource/53/2721553_image2_1.jpg,"원본대표이미지
(약 500*333 size) URL 응답"
지역기반 관광 정보조회(areaBasedList1),firstimage2,대표이미지(썸네일),0,,http://tong.visitkorea.or.kr/cms/resource/53/2721553_image2_1.jpg,"썸네일대표이미지
(약 150*100 size) URL 응답"
지역기반 관광 정보조회(areaBasedList1),cpyrhtDivCd,저작권 유형,0,,Type1,"Type1:제1유형(출처표시-권장)
Type3:제3유형(제1유형 + 변경금지)"
지역기반 관광 정보조회(areaBasedList1),mapx,GPS X좌표,0,,128.6276708,GPS X좌표(WGS84 경도좌표) 응답
지역기반 관광 정보조회(areaBasedList1),mapy,GPS Y좌표,0,,35.87536442,GPS Y좌표(WGS84 위도좌표) 응답
지역기반 관광 정보조회(areaBasedList1),mlevel,Map Level,0,,6,Map Level 응답
지역기반 관광 정보조회(areaBasedList1),modifiedtime,수정일,1,,2.02106E+13,콘텐츠수정일
지역기반 관광 정보조회(areaBasedList1),sigungucode,시군구코드,0,,4,시군구코드
지역기반 관광 정보조회(areaBasedList1),tel,전화번호,0,,,전화번호
지역기반 관광 정보조회(areaBasedList1),title,제목,1,,대구메리어트 호텔,콘텐츠제목
지역기반 관광 정보조회(areaBasedList1),zipcode,우편번호,0,,41243,우편번호
